,title,artists,url,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
2137,Virtual Insanity,Jamiroquai,spotify:track:24SUWisv2lYQiB3bVpE1sn,0.627,0.914,6,-7.494,1,0.0769,0.0627,0.0,0.147,0.627,91.891,227840,4
2138,Hemel Valt,Typhoon,spotify:track:2d0amOy3Pd3Y88EwAtBlj2,0.664,0.736,5,-6.66,1,0.136,0.239,0.0,0.327,0.742,96.829,160840,4
2139,Nightporter,Japan,spotify:track:2KMu1C3jtaTQ8z4CC5ucUK,0.518,0.0791,9,-20.007,0,0.0329,0.75,0.356,0.101,0.0999,110.297,408293,3
2140,Don't Stand So Close To Me,The Police,spotify:track:5veJDT0MLsLbhYsx42GXUD,0.799,0.506,2,-9.414,1,0.0606,0.0453,0.00107,0.0365,0.518,140.309,242667,4
2141,Blackstar,David Bowie,spotify:track:0Fao855T3klV3REFRFHRF3,0.366,0.552,6,-8.35,1,0.0317,0.206,0.0595,0.178,0.114,97.98,597933,4
2142,7 Seconds,Youssou N'Dour,spotify:track:6ujamBcBsjC0cpyeMr9xja,0.681,0.672,1,-10.505,0,0.027,0.075,2.63e-06,0.147,0.54,154.199,299640,4
2143,Alles Wat Ademt,Rob De Nijs,spotify:track:0hyg6FOyYOpvQCD6UAqhT5,0.558,0.427,3,-11.743,1,0.028,0.0556,4.54e-05,0.0985,0.468,113.3,226427,4
2144,Breakeven,The Script,spotify:track:285hMzLhJwHVLe9QT9qilk,0.63,0.696,10,-4.501,1,0.0242,0.144,0.0,0.0835,0.491,94.034,261427,4
2145,La vie en rose,Grace Jones,spotify:track:5yJrl2r0vr6u9BXqQXZE3V,0.65,0.477,0,-16.007,1,0.0624,0.225,0.016,0.0642,0.798,176.708,448000,4
2146,Addicted To You,Avicii,spotify:track:4eDYMhIin1pSLIG96f1aD0,0.569,0.785,1,-4.057,0,0.0457,0.0505,1.12e-06,0.086,0.303,128.031,148387,4
2147,Prikkebeen,Boudewijn de Groot,spotify:track:6jcoIEjNpYSegtq1gpZGGa,0.549,0.447,11,-11.853,1,0.0305,0.212,2.63e-06,0.102,0.424,109.6,252760,4
2148,Dreams,The Cranberries,spotify:track:4JGKZS7h4Qa16gOU3oNETV,0.551,0.643,4,-13.091,1,0.0353,0.00313,0.00385,0.421,0.514,128.661,271560,4
2149,No Son of Mine - 2007 Remaster,Genesis,spotify:track:6YsCavQbx3YITYsnIKvF3j,0.657,0.601,0,-8.661,1,0.0253,0.132,0.00029,0.0919,0.246,103.982,399107,4
2150,Maybe Tomorrow,Stereophonics,spotify:track:6SXy02aTZU3ysoGUixYCz0,0.495,0.653,7,-6.769,0,0.0361,0.217,0.000458,0.334,0.571,80.897,272947,4
2151,Relax,Frankie Goes To Hollywood,spotify:track:2K22nUTdyr48JDwI5t906t,0.676,0.695,11,-13.395,0,0.0392,0.326,1.09e-05,0.0462,0.691,114.93,236800,4
2152,Overture,The Who,spotify:track:3P0VltjBDpzJeFFHVpF0nK,0.483,0.617,0,-10.488,1,0.0349,0.0557,0.691,0.143,0.185,118.105,320032,4
2153,Walk This Way (feat. Aerosmith),Run–D.M.C.,spotify:track:6qUEOWqOzu1rLPUPQ1ECpx,0.761,0.711,9,-7.989,1,0.0604,0.0174,0.000101,0.0652,0.947,105.448,310387,4
2154,Late in the Evening,Paul Simon,spotify:track:2h23bjG8B3bcD47HBu6bHG,0.72,0.88,5,-8.988,1,0.0406,0.199,0.0246,0.0865,0.961,118.623,242707,4
2155,Move on Up - Single Edit,Curtis Mayfield,spotify:track:0MHXrqn909p0LRTPsNsGEi,0.538,0.969,11,-5.626,0,0.0906,0.417,0.00154,0.119,0.928,138.652,165790,4
2156,Als De Rook Om Je Hoofd Is Verdwenen,Boudewijn de Groot,spotify:track:2s3uKRc7nwQxSUt9y6prru,0.516,0.537,0,-13.091,1,0.0316,0.0945,0.0,0.0387,0.514,131.868,204000,4
2157,Rosalyn,Vitesse,spotify:track:6uhlalfG4T4MBSoiOdq2eh,0.491,0.512,5,-13.044,1,0.0622,0.0125,0.131,0.0674,0.665,101.999,207733,4
2158,Winter in Hamburg,Frank Boeijen Groep,spotify:track:3WTD1NqmlaxaI00K2Q1B0Z,0.596,0.473,9,-13.57,0,0.0306,0.703,0.000744,0.107,0.527,124.706,318333,4
2159,Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),Shakira,spotify:track:6bNB5gxFX6Q87DbQWb8OWZ,0.758,0.871,2,-6.408,1,0.147,0.0062,0.0,0.0663,0.753,126.994,202627,4
2160,25 or 6 to 4,Chicago,spotify:track:65eRcjlStTnk8opG5eIQ8Z,0.612,0.869,7,-9.866,1,0.0515,0.241,0.0367,0.0858,0.771,147.502,293093,4
2161,"Oh, Pretty Woman",Roy Orbison,spotify:track:52HAHV1j93s5B8GoTNI7DJ,0.609,0.584,9,-9.734,1,0.0353,0.725,0.0,0.0854,0.954,127.306,176933,4
2162,Lover of the Light,Mumford & Sons,spotify:track:6NUr2TMn5nsaerT4tuHpFb,0.308,0.689,2,-6.854,1,0.0502,0.00763,0.000562,0.225,0.384,105.833,314893,4
2163,Love Her Madly,The Doors,spotify:track:3MFFDRC4wTN9JNGtzXsZlN,0.565,0.587,4,-7.393,0,0.0317,0.0573,0.00493,0.0416,0.966,147.462,198467,4
2164,Up Around The Bend,Creedence Clearwater Revival,spotify:track:36gPq8WG7tDxrblyGVUCiT,0.589,0.85,2,-6.143,1,0.0343,0.0606,0.779,0.274,0.813,130.318,161467,4
2165,What Lies Ahead,Kensington,spotify:track:32Ax02s5X3L4oSpUna0hRi,0.506,0.822,1,-3.884,1,0.0318,0.000776,0.0053,0.0907,0.517,151.992,204227,4
2166,Off the Wall,Michael Jackson,spotify:track:3zYpRGnnoegSpt3SguSo3W,0.827,0.595,3,-13.909,0,0.0565,0.182,0.0,0.0785,0.921,118.741,246000,4
2167,Water of Love,Dire Straits,spotify:track:2whYf5duw5d3N48wEseuXJ,0.803,0.568,7,-13.082,1,0.0338,0.448,0.0182,0.113,0.955,120.923,326640,4
2168,Waiting For Love,Avicii,spotify:track:2P4OICZRVAQcYAV2JReRfj,0.579,0.736,6,-3.863,0,0.0527,0.31,0.0,0.198,0.613,127.999,230613,4
2169,She's The One,Robbie Williams,spotify:track:4lO57zZGFcj7vSY4QhfVDq,0.243,0.609,10,-8.451,1,0.0323,0.663,1.13e-05,0.221,0.333,166.668,258027,4
2170,One Way or Another (Teenage Kicks),One Direction,spotify:track:3jZomvOBa5qfTo5HkqI1p5,0.489,0.867,4,-3.121,0,0.071,0.025,0.0,0.586,0.409,162.131,157293,4
2171,Politik,Coldplay,spotify:track:0u35Dpz37TY2M2j20RUdMf,0.262,0.482,5,-7.75,0,0.0294,0.0364,0.000189,0.11,0.063,170.968,318627,4
2172,After Midnight,J.J. Cale,spotify:track:1PC5GV3OaoXx5em8ttQOMI,0.694,0.306,2,-19.315,1,0.0353,0.171,0.0736,0.0866,0.521,95.989,143693,4
2173,Homeless (with Ladysmith Black Mambazo),Paul Simon,spotify:track:75fomtP3etOOIJDBAXVawy,0.404,0.27,6,-16.337,1,0.0681,0.875,0.0,0.262,0.294,91.396,228413,3
2174,Clocks - Live,Coldplay,spotify:track:7LIQNY8P7ZGxilKVX88MF1,0.451,0.908,5,-6.386,0,0.0625,0.0572,0.418,0.381,0.29,131.011,284960,4
2175,Wonderful Life,Black,spotify:track:0IWtEFQBwRHaMXZQtGEVcM,0.72,0.521,7,-12.468,1,0.0302,0.705,0.36,0.214,0.823,106.055,287933,4
2176,I'll Be Over You,TOTO,spotify:track:1WeoeHh0TSzsApyJ6Q8OOK,0.515,0.277,10,-17.85,1,0.0255,0.062,0.0,0.258,0.413,82.167,229880,4
2177,Gold,Prince,spotify:track:68XDZSuCJdT8ld3W48F4Fk,0.531,0.856,10,-3.241,1,0.0288,0.00369,0.000137,0.13,0.44,90.015,442747,4
2178,Vertigo,U2,spotify:track:1gVVSmhWjci8l9Vrsl6HaS,0.416,0.819,9,-3.974,1,0.0613,0.000138,0.00108,0.147,0.632,140.083,193520,4
2179,Geen Kind Meer,Karin Bloemen,spotify:track:4ZMBna8ky5JR1gocyYCiML,0.499,0.173,10,-15.678,0,0.0333,0.946,0.0273,0.142,0.249,77.197,263467,3
2180,Don't Let Me Down - Remastered 2009,The Beatles,spotify:track:3evG0BIqEFMMP7lVJh1cSf,0.593,0.289,4,-11.049,1,0.0259,0.568,0.000829,0.0928,0.733,77.119,215733,4
2181,Time After Time,Cyndi Lauper,spotify:track:7o9uu2GDtVDr9nsR7ZRN73,0.726,0.449,0,-9.206,1,0.0286,0.487,1.34e-06,0.0824,0.294,130.388,241333,4
2182,Woman,Wolfmother,spotify:track:3CkjLJYnnyOtGk4Jx4iYS4,0.219,0.952,2,-3.621,1,0.176,5.1e-05,0.0989,0.157,0.172,112.886,176307,1
2183,Doin' Time,Lana Del Rey,spotify:track:0Oqc0kKFsQ6MhFOLBNZIGX,0.641,0.559,7,-11.132,0,0.0355,0.404,0.00402,0.0937,0.523,144.982,202193,4
2184,Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,spotify:track:5UwbnHhjnbinJH8TefuQfN,0.757,0.868,9,-9.326,1,0.062,0.411,0.00221,0.355,0.815,138.923,199200,4
2185,1992,Son Mieux,spotify:track:31G662jWMvWL1e0qmefLIE,0.658,0.717,4,-6.755,0,0.0317,0.192,0.0,0.298,0.737,110.019,169533,4
2186,Heavy Cross,Gossip,spotify:track:428Dl0NOBojmUS98R2pDHr,0.793,0.688,2,-4.216,1,0.0328,0.079,0.0604,0.145,0.221,120.058,242773,4
2187,Praise You,Fatboy Slim,spotify:track:3yGy1JYz3zQKlxSgjgpQqX,0.602,0.893,1,-8.641,1,0.0483,0.0957,0.27,0.171,0.528,109.716,323240,4
2188,Dear Mr. President,P!nk,spotify:track:1wDxDCfQVgV5EhmuedaeHz,0.476,0.299,10,-9.154,1,0.0385,0.849,0.0,0.113,0.297,128.039,280747,4
2189,Polly,Nirvana,spotify:track:3tlXDvaNrrOmdvG0XVUOcv,0.83,0.382,2,-11.231,0,0.0566,0.884,0.301,0.11,0.54,121.12,173853,4
2190,Love On Top,Beyoncé,spotify:track:1z6WtY7X4HQJvzxC4UgkSf,0.652,0.749,0,-5.248,1,0.0886,0.0848,0.0,0.604,0.651,94.103,267413,4
2191,Love Shack,The B-52's,spotify:track:4W4wYHtsrgDiivRASVOINL,0.701,0.803,5,-6.786,0,0.0545,0.0544,1.54e-06,0.7,0.903,133.608,320680,4
2192,You're The One That I Want - From “Grease”,John Travolta,spotify:track:0B9x2BRHqj3Qer7biM3pU3,0.758,0.612,0,-11.403,1,0.0598,0.281,0.00288,0.0954,0.822,106.945,169840,4
2193,Dancing with Tears in My Eyes,Ultravox,spotify:track:3or3oEITvJmMwZRYeWSaen,0.588,0.908,9,-8.117,1,0.0431,0.151,0.000248,0.596,0.926,143.96,244120,4
2194,Tijd Genoeg,Doe Maar,spotify:track:33hseKjUAKPoRJOqDu4xzd,0.766,0.341,0,-12.867,1,0.102,0.461,0.00382,0.112,0.669,119.306,247373,4
2195,Nicotine,Chef'Special,spotify:track:5YqwpwmzMGwUIU9h1kcOK8,0.64,0.302,5,-9.532,1,0.0295,0.622,2.44e-06,0.0965,0.439,90.04,238100,4
2196,All Night Long (All Night),Lionel Richie,spotify:track:7gaQtc0vrSpmRJpSMDiPEk,0.716,0.556,1,-13.917,1,0.0406,0.111,0.0076,0.0422,0.8,108.828,383440,4
2197,Head Over Heels,Tears For Fears,spotify:track:748yv6bb3l3CcKS45a6SZ8,0.602,0.839,4,-4.251,0,0.0255,0.502,0.00128,0.095,0.653,95.159,256147,4
2198,The Monster,Eminem,spotify:track:48RrDBpOSSl1aLVCalGl5C,0.781,0.853,1,-3.68,0,0.0715,0.0525,0.0,0.12,0.624,110.049,250189,4
2199,"Gute Nacht, Freunde",Reinhard Mey,spotify:track:2jrDH9mkZsnUUIWaTVMUdJ,0.64,0.254,9,-15.47,1,0.0538,0.852,1.06e-06,0.107,0.742,109.802,171333,4
2200,Le Freak - 2018 Remaster,CHIC,spotify:track:7Kszjzps0xbQXyo1pO4KfE,0.91,0.641,7,-11.316,1,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533,331360,4
2201,Jesus of Suburbia,Green Day,spotify:track:58KPPL1AdLHMvR2O2PZejr,0.3,0.929,1,-3.214,1,0.0636,0.000259,2.26e-06,0.329,0.59,147.116,548253,4
2202,Daniel,Elton John,spotify:track:1BvJmtaXsqtH438BcDPeBb,0.688,0.477,0,-11.945,1,0.029,0.38,4.93e-05,0.0864,0.897,132.071,234667,4
2203,Summertime,Brainbox,spotify:track:2NZgswCQADocBJImSyZzP7,0.375,0.551,0,-8.729,1,0.0277,0.0421,7.16e-05,0.311,0.247,88.786,262747,4
2204,Ms. Jackson,Outkast,spotify:track:0I3q5fE6wg7LIfHGngUTnV,0.843,0.806,4,-5.946,0,0.269,0.143,0.0,0.0771,0.613,94.948,270507,4
2205,Fame - 2016 Remaster,David Bowie,spotify:track:1PehfITh0TTRx3LkDdV4h3,0.786,0.555,10,-10.276,1,0.0471,0.454,0.0173,0.0826,0.673,95.1,261373,4
2206,I Love You Like I Love Myself,Herman Brood & His Wild Romance,spotify:track:3MCNqpmluDmEe9cwnNtpwZ,0.506,0.828,7,-6.39,1,0.0482,0.0117,0.0,0.338,0.877,146.955,217387,4
2207,World of Hurt,Ilse DeLange,spotify:track:21UPgYoW74iDIdVkiWt2cD,0.868,0.468,11,-9.83,1,0.0385,0.618,0.000217,0.133,0.643,98.939,234067,4
2208,Bagagedrager,Spinvis,spotify:track:734MAgzUkEyUjEGpusWLMh,0.503,0.711,9,-7.51,1,0.0417,0.0811,0.0213,0.431,0.334,159.949,374600,4
2209,De Bestemming,Marco Borsato,spotify:track:78vBe7yQRROyT42PzT5Xpm,0.272,0.5,7,-9.093,1,0.0325,0.28,0.000351,0.104,0.126,109.138,265933,4
2210,Beautiful Goodbye,Amanda Marshall,spotify:track:6xqOFLDbyiXJ8FJA3mBDC8,0.486,0.293,7,-8.329,0,0.028,0.652,0.000943,0.178,0.0393,99.039,317427,3
2211,Sound Of The Screameng Day,Golden Earrings,spotify:track:44FO8dlahkns5bOjGGGwyA,0.586,0.547,2,-8.389,1,0.0339,0.00406,6.61e-06,0.293,0.499,137.973,170707,4
2212,Afscheid Nemen Bestaat Niet,Marco Borsato,spotify:track:665yCPVrGYYGvlnZLvbKh2,0.403,0.404,0,-8.84,1,0.03,0.03,0.0,0.0889,0.219,127.571,240173,4
2213,Dakota,Stereophonics,spotify:track:3qaSqrrevBrb84xl5JlptU,0.506,0.93,4,-3.499,1,0.0675,0.129,0.00682,0.0931,0.305,146.994,297427,4
2214,Twist in My Sobriety,Tanita Tikaram,spotify:track:651In9fY9BregQWY0cF7l2,0.775,0.562,10,-11.246,0,0.025,0.0655,0.153,0.0747,0.939,114.527,292080,4
2215,I'm going home,Ten Years After,spotify:track:7gezuRR6Fmvji06f1oLmKC,0.379,0.931,2,-1.925,1,0.0981,0.178,0.0202,0.812,0.403,116.79,638933,4
2216,One Love / People Get Ready - Medley,Bob Marley & The Wailers,spotify:track:2BSwGHTh4kmckqXQfaCaAp,0.73,0.508,0,-9.575,0,0.319,0.0716,0.0,0.0605,0.936,76.494,172200,4
2217,Homburg,Procol Harum,spotify:track:4ELw4eJ3fSRYGxHPkILKUc,0.329,0.45,5,-12.656,1,0.0366,0.687,0.00275,0.289,0.148,141.962,266920,4
2218,Rock With You,Michael Jackson,spotify:track:5yxIenY5kSLlgTr3XGYw9p,0.793,0.741,1,-6.494,1,0.0393,0.0794,0.00029,0.116,0.856,114.489,220040,4
2219,Call Me The Breeze,J.J. Cale,spotify:track:5AQpbyFoQmkOVwmlhKN4ii,0.814,0.418,11,-15.372,1,0.0382,0.75,0.0116,0.099,0.842,91.658,156840,4
2220,Waterloo Sunset,The Kinks,spotify:track:4qSk2aeaE2dh5ZOP0JdaV3,0.513,0.683,1,-7.996,0,0.0246,0.268,0.0,0.173,0.467,107.865,193107,4
2221,Smoorverliefd,Snelle,spotify:track:2ryMKWtH2SEQY8fTAclFYb,0.534,0.314,11,-8.717,1,0.0381,0.598,0.0,0.103,0.442,91.12,177501,4
2222,Europa (Earth's Cry Heaven's Smile),Santana,spotify:track:5Yp3e8RcjYevBTZYJ7OD7s,0.296,0.669,0,-5.364,0,0.0452,0.03,0.831,0.154,0.679,74.692,305947,4
2223,Fox on the Run,Sweet,spotify:track:2pLMlkLwAXdkNGWIAgydOG,0.487,0.941,4,-7.007,1,0.0763,0.000432,0.0,0.0991,0.548,128.066,222150,4
2224,Return to Sender,Elvis Presley,spotify:track:2cdzutoqFK6sfW6exi7oXh,0.838,0.616,8,-6.502,1,0.0433,0.575,0.0,0.0785,0.971,131.719,128307,4
2225,Royals,Lorde,spotify:track:2dLLR6qlu5UJ5gk0dKz0h3,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,190185,4
2226,De Waarheid,Marco Borsato,spotify:track:76wIe1sRiW5whxjY0PsDr4,0.337,0.36,0,-10.82,0,0.0274,0.107,0.000922,0.331,0.0911,61.308,312227,4
2227,Family Portrait,P!nk,spotify:track:6VD5vEK2wVfTG7q84pJ6EO,0.65,0.685,0,-5.26,0,0.139,0.0272,3.56e-06,0.572,0.735,183.695,296960,4
2228,Black Dog - Remaster,Led Zeppelin,spotify:track:0D58ERdLBDRgT86BPnH8ps,0.437,0.864,4,-7.842,0,0.0904,0.396,0.0314,0.242,0.749,81.394,295387,4
2229,Silence (feat. Sarah McLachlan) - DJ Tiësto's in Search of Sunrise Remix,Delerium,spotify:track:7tU5JvCfG0t3PHG7mchPjv,0.606,0.867,11,-5.696,0,0.0563,0.00173,0.571,0.0693,0.0954,137.98,693680,4
2230,Do It Again,Steely Dan,spotify:track:2LXISHBkx8FyoxCBkckh19,0.655,0.431,2,-15.18,0,0.032,0.343,9.5e-06,0.0711,0.941,124.588,357042,4
2231,"I Want You to Want Me - Live at Nippon Budokan, Tokyo, JPN - April 1978",Cheap Trick,spotify:track:6hnCx2jmD0RPkbtzUXSBn4,0.338,0.887,2,-8.873,1,0.0438,0.00962,0.011,0.556,0.399,206.255,223667,4
2232,Mad World,Tears For Fears,spotify:track:0Qv7xi6uPSqH2k82tOkGSt,0.647,0.896,4,-5.949,1,0.0509,0.0709,0.0505,0.0614,0.953,118.729,215400,4
2233,Three Days In A Row,Anouk,spotify:track:2D13EpeYm3hgbKQlLPchg3,0.362,0.499,4,-6.182,1,0.0313,0.00235,0.0,0.16,0.389,170.702,253973,3
2234,Niet Voor Het Laatst,Rob De Nijs,spotify:track:3r7JjWkrMvTn8pYIZFmsbT,0.497,0.306,9,-11.086,0,0.0369,0.84,0.0,0.153,0.285,91.424,260027,4
2235,Under My Thumb,The Rolling Stones,spotify:track:5lmGgOaixbwKHtpTzjJoqx,0.732,0.494,6,-13.571,0,0.0406,0.299,0.205,0.0919,0.799,126.986,221533,4
2236,Will You Be There,Michael Jackson,spotify:track:1igW25R8lnb5ze9GWbuVsl,0.348,0.432,8,-9.553,1,0.0388,0.819,0.0856,0.191,0.141,82.911,460000,4
2237,Wanna Be Startin' Somethin',Michael Jackson,spotify:track:1hu2s7qkm5bo03eODpRQO3,0.842,0.872,9,-8.234,1,0.0455,0.0259,0.419,0.0573,0.906,122.111,363400,4
2238,Live And Let Die - 2018 Remaster,Wings,spotify:track:0VV8wkOM4w78A2OHZOTzNP,0.391,0.375,7,-12.573,1,0.046,0.0797,0.013,0.143,0.116,153.802,192773,4
2239,I'm a Believer,The Monkees,spotify:track:1CSLeVCXmetBh8IkTPMFdL,0.502,0.772,0,-6.205,1,0.0322,0.595,2.47e-06,0.199,0.935,79.463,165613,4
2240,Hypnotize - 2007 Remaster,The Notorious B.I.G.,spotify:track:6Tsu3OsuMz4KEGKbOYd6A0,0.895,0.694,9,-4.384,1,0.275,0.176,0.0,0.292,0.632,93.944,230000,4
2241,Babel,Mumford & Sons,spotify:track:56gIMfbYgE8T317pqNNxrk,0.406,0.812,2,-6.13,1,0.0514,0.0262,0.000228,0.0787,0.648,81.374,208933,4
2242,Panama,Van Halen,spotify:track:42Lq6GBO5KUSNeSgJsOoke,0.514,0.987,8,-5.391,1,0.109,0.00135,0.000193,0.0697,0.298,141.257,212640,4
2243,Live to Tell,Madonna,spotify:track:095MMFhB9qxPx2VsmvjnUs,0.652,0.521,2,-6.752,0,0.0256,0.263,0.0011,0.107,0.235,109.943,351920,4
2244,Buffalo Soldier,Bob Marley & The Wailers,spotify:track:0QyBdoz2JktWEo111DBEx9,0.93,0.462,9,-8.643,1,0.277,0.128,9.3e-06,0.175,0.777,124.065,257787,4
2245,Gypsy,Fleetwood Mac,spotify:track:19Ym5Sg0YyOCa6ao21bdoG,0.622,0.54,5,-13.99,1,0.0261,0.017,0.00771,0.265,0.847,130.879,264907,4
2246,Fairground,Simply Red,spotify:track:3lghqWELEWj9yEPvme7c4W,0.718,0.731,6,-6.454,1,0.042,0.208,0.2,0.083,0.619,122.839,333333,4
2247,I Got You Babe,UB40,spotify:track:07itbZUgkAmBi4CEH5NniJ,0.756,0.61,5,-13.002,1,0.0709,0.0806,7.89e-05,0.114,0.863,173.818,189093,4
2248,I've Got Dreams to Remember,Otis Redding,spotify:track:4Ym0HjYfgEaUgjI3WuDqMK,0.388,0.277,9,-13.15,1,0.028,0.495,0.0,0.138,0.4,141.75,195867,3
2249,Made In Heaven,Queen,spotify:track:4PrIEi2GXvCKGX5FfgvZ5t,0.37,0.743,8,-6.597,1,0.0564,0.278,0.0,0.329,0.379,77.786,325333,4
2250,Wij Zullen Doorgaan - 1975 Single Version,Ramses Shaffy,spotify:track:19MAlVmXa2jrccQiFVi5UE,0.254,0.252,3,-16.632,1,0.0321,0.912,0.3,0.21,0.322,80.599,264107,4
2251,The Road To Mandalay,Robbie Williams,spotify:track:5iWa27IZ9UyXm0TJTod0y5,0.624,0.676,5,-8.121,0,0.0291,0.111,5.68e-05,0.156,0.529,99.258,239947,4
2252,Accidentally In Love,Counting Crows,spotify:track:4ccM2xBxicGigjLqt6A0YY,0.554,0.927,7,-3.641,1,0.0378,0.044,3.32e-06,0.0876,0.81,138.0,188613,4
2253,Moon Over Bourbon Street,Sting,spotify:track:3KF1EXX2zGfVtGeZKiClB0,0.413,0.0563,5,-22.264,0,0.041,0.67,0.000126,0.102,0.183,124.977,240307,4
2254,Als De Zon Schijnt,André van Duin,spotify:track:0bl35Fi8esInucYEBf54kj,0.564,0.816,11,-6.829,1,0.101,0.439,7.31e-05,0.0904,0.947,166.968,151693,4
2255,Into the Mystic - 2013 Remaster,Van Morrison,spotify:track:3lh3iiiJeiBXHSZw6u0kh6,0.608,0.524,8,-10.266,1,0.0309,0.367,0.00254,0.115,0.797,86.204,205613,4
2256,Proosten,Guus Meeuwis,spotify:track:5bPXGYhn9oWUgU8aLusjgf,0.639,0.652,5,-6.285,1,0.0273,0.425,1.35e-05,0.12,0.762,136.152,232413,4
2257,Grenade,Bruno Mars,spotify:track:2tJulUYLDKOg9XrtVkMgcJ,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,222091,4
2258,The Cross - 2020 Remaster,Prince,spotify:track:5mQsvoaz3ia2iH3tXukeMD,0.44,0.491,9,-10.717,1,0.0561,0.465,0.000803,0.106,0.177,100.015,288469,4
2259,Green Green Grass Of Home,Tom Jones,spotify:track:5BFWQXNGPYadZxNKxY1UfU,0.543,0.41,8,-13.253,1,0.0268,0.157,0.0,0.0996,0.817,95.363,184893,4
2260,Mercy,Muse,spotify:track:2qkmPUG7ARsRwhVICQVwQS,0.482,0.926,7,-4.789,1,0.0549,0.00952,0.0,0.311,0.371,130.007,231973,4
2261,Vogue,Madonna,spotify:track:27QvYgBk0CHOVHthWnkuWt,0.737,0.88,6,-6.449,1,0.0433,0.00379,0.00351,0.417,0.329,115.998,316813,4
2262,Bon Gepakt,Donnie,spotify:track:5fWyEc2ER2kselpeWQ6Yc7,0.696,0.727,2,-4.516,0,0.166,0.316,0.0,0.252,0.786,120.05,173283,4
2263,I've Just Lost Somebody,Golden Earring,spotify:track:1RZ3I8OVsBu9lEIxgrQ74L,0.366,0.399,9,-12.959,0,0.0266,0.0382,0.0416,0.0843,0.269,88.093,188587,4
2264,Meer Dan Een Ander,Van Dik Hout,spotify:track:0IA7H00CDMcOqoOmCpla7u,0.561,0.175,2,-12.796,0,0.0299,0.814,0.0,0.0738,0.251,94.223,222853,4
2265,The Drugs Don't Work,The Verve,spotify:track:15kLz0zNFdtsaJdXKSGmTU,0.442,0.52,0,-8.648,1,0.0261,0.184,0.0,0.154,0.177,77.437,304880,4
2266,"Harder, Better, Faster, Stronger",Daft Punk,spotify:track:5W3cjX2J3tjhG8zb6u0qHn,0.817,0.716,6,-8.898,0,0.144,0.0427,0.00263,0.358,0.692,123.474,224693,4
2267,Don't You Worry Child - Radio Edit,Swedish House Mafia,spotify:track:2V65y3PX4DkRhy1djlxd9p,0.612,0.84,11,-3.145,0,0.0509,0.112,0.0,0.116,0.438,129.042,212862,4
2268,Hound Dog,Elvis Presley,spotify:track:0JOw67rq2X6NDz5AJP9uIG,0.343,0.884,5,-4.123,0,0.129,0.62,0.000673,0.497,0.94,177.751,133293,4
2269,24K Magic,Bruno Mars,spotify:track:6b8Be6ljOzmkOmFslEb23P,0.818,0.803,1,-4.282,1,0.0797,0.034,0.0,0.153,0.632,106.97,225983,4
2270,Sing for Absolution,Muse,spotify:track:1hHuyqVCZCbhYQixEkdQCo,0.436,0.678,5,-7.211,1,0.0301,0.457,0.0384,0.0873,0.194,170.287,294867,4
2271,Teardrops,Womack & Womack,spotify:track:34zDwAdksPXYzGINUT0oW7,0.881,0.56,8,-13.234,0,0.0895,0.269,0.000259,0.0789,0.925,133.62,303667,4
2272,Touch Me,The Doors,spotify:track:4BVE5tIIpYabZcYCbephNW,0.425,0.903,1,-4.801,1,0.0732,0.405,0.0128,0.117,0.769,108.748,190253,4
2273,Ain't No Mountain High Enough,Marvin Gaye,spotify:track:7tqhbajSfrz2F7E1Z75ASX,0.663,0.6,7,-10.87,1,0.032,0.43,0.0,0.184,0.8,129.991,151667,4
2274,Sunny Days,Armin van Buuren,spotify:track:6RrUUleT9JI0KQHZYBdJMB,0.631,0.71,7,-7.09,1,0.031,0.00919,0.00577,0.139,0.243,115.007,210125,4
2275,These Days,Foo Fighters,spotify:track:2kN05N1AQQplsgFweFAqYb,0.531,0.664,2,-4.428,1,0.0304,0.000261,0.0,0.205,0.215,135.3,298267,4
2276,The Business,Tiësto,spotify:track:6f3Slt0GbA2bPZlz0aIFXN,0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,164000,4
2277,The Eyes of Jenny,Sandy Coast,spotify:track:6w8T2AwZ4k47OF1w2Jj2e1,0.679,0.527,9,-11.671,1,0.0351,0.34,0.0,0.0775,0.68,118.626,264160,4
2278,No Diggity,Blackstreet,spotify:track:6MdqqkQ8sSC0WB4i8PyRuQ,0.867,0.646,1,-4.674,0,0.288,0.303,0.0,0.279,0.67,88.634,304600,4
2279,Rock and Roll - Remaster,Led Zeppelin,spotify:track:7dWfTdoKjUip1fAW7cdcIX,0.317,0.887,9,-7.292,1,0.0375,0.000582,0.00258,0.0891,0.871,169.613,220561,4
2280,Harvest - live,"Crosby, Stills, Nash & Young",spotify:track:415YGpDCCKiRzcJIsZBBeS,0.357,0.246,2,-14.335,1,0.0299,0.737,0.000507,0.502,0.486,83.201,189840,4
